"На фоне заявления об отравлении Навального «Новичком», курсы евро и доллара на торгах Московской биржи резко выросли.   Доллар подорожал на 1,75 рубля до 75,39 рубля, евро — на 1,4 рубля до 89,04 рубля  ",2020-09-02T17:25:48
"В берлинской клинике «Шарите» рассказали, что Алексей Навальный остается в реанимации на аппарате ИВЛ:  «Восстановление, вероятно, будет длительным. Пока еще слишком рано оценивать долгосрочные последствия, которые могут возникнуть в связи с этим тяжелым отравлением»  ",2020-09-02T18:37:44
"Ангела Меркель провела пресс-конференцию об отравлении Навального: «Сейчас стало очевидно, что Алексей Навальный стал жертвой преступления. Кто-то пытался заставить его замолчать. И от имени всего правительства Германии я выступаю с осуждением того, что с ним произошло»  ",2020-09-02T18:43:35
"Десятки людей вышли на акцию солидарности у «Парка высоких технологий». Сегодня у резидента парка компании PandaDoc прошли обыски. Ранее один из основателей компании Микита Микадо предлагал силовикам финансовую помощь, если они уволятся и «перейдут на сторону добра»  Фото: Маша Борзунова / Дождь",2020-09-02T19:12:35
"А вот так было у трассы рядом с «Парком высоких технологий» — люди стояли в цепи солидарности. Но как рассказывает наш корреспондент, вскоре к протестующим подъехали «бусики» без номеров и всем пришлось разбежаться  Видео: Маша Борзунова / Дождь",2020-09-02T19:35:36
Включайте вечерний выпуск «Здесь и Сейчас» — обсудим заявление Ангелы Меркель об отравлении Алексея Навального и встречу Сергея Лаврова и Владимира Макея: ,2020-09-02T19:59:26
"МИД России считает, что заявления немецких властей об отравлении Алексея Навального ядом из группы «Новичок» не подкреплены фактами:  «В очередной раз становимся свидетелями ситуации, когда тщательной, основанной на конкретных фактах и доказательствах работе, предметному взаимодействию по линии правоохранительных органов и медицинских учреждений наши партнёры предпочитают громкие публичные заявления без предъявления хоть какой-либо фактуры, полностью пренебрегая существующими правовыми механизмами сотрудничества»  ",2020-09-02T20:03:06
"США заявили, что будут работать над тем, чтобы найти ответственных за отравление Алексея Навального и ввести против них «финансовые ограничения»  ",2020-09-02T20:16:34
В Татарстане завели уголовное дело о превышении должностных полномочий на начальника отдела полиции Тараса Дорошкевича — он стрелял в подчиненных из пневматического ружья прямо в отделе  ,2020-09-02T21:57:31
"«Русская служба Би-би-си» восстановила хронологию событий с того момента, когда Алексею Навальному стало плохо в самолете. Рассказ о том, как бортпроводники, пассажиры и медики спасали жизнь политика во время полета — по ссылке  ",2020-09-02T22:39:30
"Сегодня вечером правительство Германии сообщило, что Алексея Навального «несомненно» отравили боевым ядом из семейства «Новичок». Сразу после этого Ангела Меркель выступила с пресс-конференцией, на которой резко осудила отравление политика. Как отреагировали на новость другие страны — читайте в заметке  ",2020-09-02T23:03:03
Украина призвала ввести санкции против России из-за отравления Навального:   «Международное сообщество должно надлежащим образом отреагировать на эту бесчеловечную расправу Кремля над оппозиционным политиком»  ,2020-09-03T08:47:24
"Теперь из России можно летать в Египет, ОАЭ и на Мальдивы — правительство разрешило  ",2020-09-03T09:07:04
"Из-за лесных пожаров в трех районах Ростовской области ввели режим ЧС. Один человек погиб, еще 14 пострадали. Общая площадь пожаров превышает 500 гектаров  ",2020-09-03T09:24:24
"Белорусские силовики наконец-то начали ловить тех самых экстремистов и провокаторов, о которых так часто говорят власти. Правда, из доказательств — только видео из отделов, на которых запуганные люди просят прощения. Валерия Ратникова разбиралась в деле «экстремистов»  ",2020-09-03T10:00:06
❗️Михаил Ефремов признал вину в аварии с погибшим  ,2020-09-03T10:30:11
Фото: пресс-служба Пресненского суда,2020-09-03T10:43:04
"В России за последние сутки зафиксировали 4 995 новых случаев коронавируса, погибли 114 человек. Общее число зараженных превысило 1 009 000 человек  ",2020-09-03T10:56:02
❗️Для Михаила Ефремова запросили 11 лет лишения свободы  ,2020-09-03T11:04:26
Александр Лукашенко отправил в отставку главу КГБ Валерия Вакульчика и главу Совета безопасности Андрея Равкова  ,2020-09-03T11:25:47
"Главой КГБ стал председатель Комитета государственного контроля Иван Тертель, а председателем Совета безопасности — бывший глава КГБ Валерий Вакульчик",2020-09-03T11:47:18
"Фильм Алексея Учителя «Цой» получил прокатное удостоверение на законных основаниях, но это решение наследники музыканта могут оспорить в суде. Об этом сообщила глава Минкультуры Ольга Любимова.   Напомним, сын Цоя Александр настолько не любит этот фильм, что написал письмо Путину с просьбой не допустить его выхода в прокат  ",2020-09-03T11:57:09
"Диктатор диктатора видит издалека — Путин уже поддержал Лукашенко, а что Си Цзиньпин? Может ли действующий президент Беларуси надеяться на поддержку Китая и какие у него интересы в стране? Обсудили с китаистом Темуром Умаровым  ",2020-09-03T12:21:06
"После вчерашнего обыска в минской компании PandaDoc, на топ-менеджера Виктора Кувшинова завели уголовное дело. Его обвиняют в хищении в крупном размере  ",2020-09-03T12:26:16
Тайфун «Майсак» добрался до Приморья и затопил торговый порт Владивостока. В регионе объявлено штормовое предупреждение. Собрали видео очевидцев  ,2020-09-03T13:01:46
Премьер-министр России Михаил Мишустин встретился с Александром Лукашенко во дворце Независимости в Минске. Переговоры буду закрытыми  ,2020-09-03T13:10:15
Лукашенко назвал заявление Ангелы Меркель об отравлении Навального фальсификацией. Он сослался на якобы перехваченные переговоры между Польшей и Германией  ,2020-09-03T13:27:16
"Пресс-секретарь президента России высказался по поводу отравления Навального и заявил, что не видит причин для санкций со стороны Запада  ",2020-09-03T13:52:47
Суд Москвы приостановил производство по иску миллиардера Олега Дерипаски к Алексею Навальному из-за состояния здоровья последнего. Адвокат Дерипаски прокомментировал решение: «Желаем ответчику выздоровления и с нетерпением ждем в суде»  ,2020-09-03T14:04:57
"Сегодня в Пресненском суде Москвы прошло заседание по делу Михаила Ефремова. Коротко о том, как оно прошло — в нашем видео",2020-09-03T14:40:14
Присоединяйтесь к нашему эфиру через пару минут. О последних новостях расскажет Анна Монгайт ,2020-09-03T14:59:09
"«Странным и удивительным было бы, если бы украинские экстремисты, националисты призывали к миру и согласию в Белоруссии»  Глава внешней разведки России Сергей Нарышкин обвинил «украинских экстремистов» в стремлении «перенести пожар» в Беларусь и заявил, что у них «не получится»  ",2020-09-03T15:09:38
Заведующий токсикологическим отделением больницы скорой помощи №1 в Омске Александр Сабаев исключил отравление Навального. Об этом он сообщил в эфире «России 24»   ,2020-09-03T15:43:41
"Александр Лукашенко встретился с Михаилом Мишустиным. Среди прочего, президент Беларуси рассказал о якобы перехваченном разговоре Польши и Германии, связанным с отравлением Навального. Подробности — в видео",2020-09-03T16:24:17
Приговор Ефремову будет вынесен 8 сентября в 11:00,2020-09-03T16:35:45
"ФБК опубликовал расследование о компаниях, которые оказывают коммунальные услуги жителям Томска. Выяснилось, что электричество и водоснабжение в городе контролируют депутаты гордумы от «Единой России».   Это вторая часть из серии расследований, которые снимал Алексей Навальный до отравления  ",2020-09-03T17:05:36
Ура! Программа «Деньги» возвращается с каникул!   Смотрите свежий выпуск в эфире Дождя уже сегодня в 22:00,2020-09-03T17:33:30
Басманный районный суд Москвы продлил срок ареста бывшего губернатора Хабаровского края Сергея Фургала до декабря  ,2020-09-03T17:58:28
"Сегодня гособвинение попросило приговорить Михаила Ефремова к 11 годам лишения свободы. На самом заседании Ефремов признал свою вину и выступил с последним словом, во время которого прочитал стихотворение в память погибшего во время ДТП Сергея Захарова — прочитать полное обращение можно по ссылке  ",2020-09-03T18:25:28
"Организация по запрещению химического оружия заявила о «серьезной озабоченности» из-за информации об отравлении Алексея Навального «Новичком». Там напомнили, что «Новичок» внесен в список запрещенных веществ организации, конвенцию которой подписывала и Россия  ",2020-09-03T18:32:10
"3 сентября 2004 года прошел штурм захваченной школы №1 в Беслане, в этот день погибли больше всего заложников. Включая спасателей, трагедия унесла жизни 333 человек, сотни людей получили ранения. Расследование теракта все еще не завершено, но родственники погибших и пострадавших не прекращают бороться за правду — с ними поговорила Валерия Ратникова  ",2020-09-03T19:24:05
"Вечерний выпуск новостей уже начался! Поговорим о «перехвате» Лукашенко переговоров об отравлении Навального, обсудим суд над Ефремовым, задержания журналистов в Минске и многое другое. Смотрите нас на YouTube (а еще ставьте лайки и подписывайтесь на наш канал): ",2020-09-03T20:00:15
"В правительстве Германии назвали неправдой слова Лукашенко о том, что отравление Алексея Навального является фальсификацией. Сегодня он рассказал об этом на встрече с Михаилом Мишустиным — по его словам, радиоразведка Беларуси перехватила переговоры Германии и Польши, из которых следует, что Навального не отравляли  ",2020-09-03T20:20:25
"На сайте МВД Беларуси появились необычные объявления. В списке разыскиваемых оказался «без вести пропавший» Александр Лукашенко и глава самого МВД Юрий Караев. «Ищут» их не просто так, а по обвинению «в военных преступлениях против белорусского народа и узурпации власти в республике Беларусь»  ",2020-09-03T21:22:56
"«Единственный язык, который понимает Путин, это язык природного газа»  Немецкие политики призвали Ангелу Меркель отказаться от проекта газопровода «Северный поток-2» из-за отравления Алексея Навального  ",2020-09-03T22:44:37
У Роберта Паттинсона обнаружили коронавирус — из-за этого съемки нового «Бэтмена» пришлось приостановить. Только несколько дней назад они восстановились после карантина  ,2020-09-03T23:40:22
"Сборная России по футболу стартовала с победы в Лиге наций, обыграв команду Сербии со счетом 3:1   ",2020-09-03T23:48:34
"Родители министра промышленности и торговли Дениса Мантурова (самого богатого чиновника кабмина по итогам 2019 года) владеют пятизвездочным отелем Chekhoff Moscow Curio Collection by Hilton на улице Малая Дмитровка в центре Москвы, пишут «Ведомости». Они купили его «пару лет назад»  ",2020-09-04T08:47:00
"Евросоюз все-таки не будет вводить санкции против Лукашенко – так сообщают источники Die Welt: Власти Германии и Франции считают, что  «при любых обстоятельствах каналы связи с Лукашенко нужно держать открытыми».   При этом каждый санкционный список должен быть одобрен всеми членами ЕС, а несколько несколько стран Прибалтики и Польша продолжают выступать за меры лично против президента Беларуси  ",2020-09-04T09:30:29
"Впервые Лукашенко попал в поле зрения психиатров еще в молодости, сразу после окончания пединститута — он настойчиво просил назначить себя председателем колхоза. Тогда ему поставили диагноз «мозаичная психопатия».   Позже, в 1982 году, диагноз подтвердили. А уже в нулевые минский психиатр Дмитрий Щигельский опубликовал «Историю болезни Александра Григорьевича Лукашенко», после чего его ждало уголовное дело и вынужденное бегство из страны.  Что интересно: в политической карьере это состояние играет Лукашенко только на руку    ",2020-09-04T10:18:08
